Name,Price,Smartphone OS,IMG PATH,Screen Resolution,Screen size,Processor,GPU,RAM 
Motorola Moto G5,"8,500","Android 7.0 Nougat, Upgradeable to 8.1 Oreo",https://www.phonecurry.com/img/phones/Motorola Moto G5 Plus 1.jpg,1080x1920 pixels (~ 441 pixels per inch),5 inches,"1.4 GHz, Octa Core, Qualcomm Snapdragon 430",Adreno 505,3 GB
Lenovo K6 Power (4GB RAM),"9,990","Android 6.0 Marshmallow, Upgradeable to 7.0 Nougat",https://www.phonecurry.com/img/phones/Lenovo K6 Power 1.jpg,1080x1920 pixels (~ 441 pixels per inch),5 inches,"1.4 GHz, Octa Core, Qualcomm Snapdragon 430",Adreno 505,4 GB
"Motorola Moto G4 (2GB RAM, 16GB)","12,499","Android 6.0 Marshmallow, Upgradeable to 8.1 Oreo",https://www.phonecurry.com/img/phones/Motorola Moto G4 Plus 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.5 GHz, Octa Core, Qualcomm Snapdragon 617",Adreno 405,2 GB
"Lenovo Vibe K5 Note (4GB RAM, 32GB)","12,499","Android 6.0 Marshmallow, Upgradeable to 7.0 Nougat",https://www.phonecurry.com/img/phones/Lenovo Vibe K5 Note 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.8 GHz, Octa Core, MediaTek MT6755 Helio P10",Mali-T860 MP2,4 GB
Xiaomi Redmi Go 8GB,"4,499",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Xiaomi Redmi Go 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.4 GHz, Quad Core, Qualcomm Snapdragon 425",Adreno 308,1 GB
TECNO Camon i,"8,090",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/TECNO Camon i 1.jpg,720x1440 pixels (~ 285 pixels per inch),5.65 inches,"1.3 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,3 GB
Infocus Turbo 5s,"6,999",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Infocus Turbo 5s 1.jpg,720x1280 pixels (~ 282 pixels per inch),5.2 inches,"1.25 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,3 GB
Swipe Elite Max,"12,999",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Swipe Elite Max 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.4 GHz, Octa Core, Qualcomm Snapdragon 430",Adreno 505,4 GB
TECNO Camon iAce2,"6,499",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/TECNO Camon iAce2 1.jpg,720x1440 pixels (~ 293 pixels per inch),5.5 inches,"2 GHz, Quad Core, MediaTek Helio A22",PowerVR GE-class,2 GB
Samsung Galaxy J2 Core,"5,490",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Samsung Galaxy J2 Core 1.jpg,540x960 pixels (~ 220 pixels per inch),5 inches,"1.4 GHz, Quad Core, Samsung Exynos 7570",Mali-T720 MP2,1 GB
Lava Z61 (1GB RAM),"4,898",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Lava Z61 1.jpg,720x1440 pixels (~ 295 pixels per inch),5.45 inches,"1.5 GHz, Quad Core, MediaTek MT6739",PowerVR GE8100,1 GB
Panasonic P55 Max,"8,499",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Panasonic P55 Max 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.25 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,3 GB
Asus Zenfone Go ZB500KL,"8,999",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Asus Zenfone Go ZB500KL 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1 GHz, Quad Core, Qualcomm Snapdragon 410",Adreno 306,2 GB
Samsung Galaxy J5 Prime 16GB,"14,500","Android 6.0 Marshmallow, Upgradeable to 8.1 Oreo",https://www.phonecurry.com/img/phones/Samsung Galaxy J5 Prime 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.4 GHz, Quad Core, Samsung Exynos 7570",Mali-T720 MP2,2 GB
Lava Z61 (2GB RAM),"5,799",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Lava Z61 1.jpg,720x1440 pixels (~ 295 pixels per inch),5.45 inches,"1.5 GHz, Quad Core, MediaTek MT6739",PowerVR GE8100,2 GB
MEIZU C9,"4,999",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/MEIZU C9 1.jpg,720x1440 pixels (~ 295 pixels per inch),5.45 inches,"1.3 GHz, Quad Core, Spreadtrum SC9832",Mali-T820 MP1,2 GB
"Xiaomi Redmi 4A (2GB RAM, 16GB)","5,999","Android 6.0 Marshmallow, Upgradeable to 8.0 Oreo",https://www.phonecurry.com/img/phones/Xiaomi Redmi 4A 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.4 GHz, Quad Core, Qualcomm Snapdragon 425",Adreno 308,2 GB
"Lenovo Z2 Plus (3GB RAM, 32GB)","15,499","Android 6.0 Marshmallow, Upgradeable to 7.0 Nougat",https://www.phonecurry.com/img/phones/Lenovo ZUK Z2 1.jpg,1080x1920 pixels (~ 441 pixels per inch),5 inches,"2.15 GHz, Quad Core, Qualcomm Snapdragon 820",Adreno 530,3 GB
Lenovo Phab 2 Plus,"9,999",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Lenovo Phab 2 Plus 1.jpg,1080x1920 pixels (~ 344 pixels per inch),6.4 inches,"1.3 GHz, Octa Core, MediaTek MT8783",Mali 400 MP3,3 GB
Samsung Galaxy A2 Core,"5,290",Android 9.0 Pie,https://www.phonecurry.com/img/phones/Samsung Galaxy A2 Core 1.jpg,540x960 pixels (~ 220 pixels per inch),5 inches,"1.6 GHz, Octa Core, Samsung Exynos 7870",Mali-T830 MP2,1 GB
Intex Uday,"7,999",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Intex Uday 1.jpg,720x1280 pixels (~ 282 pixels per inch),5.2 inches,"1.3 GHz, Quad Core, Mediatek MT6737",Mali-T720 MP2,3 GB
N,A
Karbonn Titanium Jumbo 2,"5,449",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Karbonn Titanium Jumbo 2 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.3 GHz, Quad Core",2 GB
Intex Elyt e6,"5,999",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Intex Elyt e6 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.25 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,3 GB
Infocus Snap 4,"6,799",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Infocus Snap 4 1.jpg,720x1280 pixels (~ 282 pixels per inch),5.2 inches,"1.5 GHz, Octa Core, MediaTek MT6750N",Mali-T860 MP2,4 GB
Lava Z25,"9,751",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Lava Z25 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.5 GHz, Octa Core, MediaTek MT6750",Mali-T860 MP2,4 GB
Lenovo K6 Power (3GB RAM),"8,000","Android 6.0 Marshmallow, Upgradeable to 7.0 Nougat",https://www.phonecurry.com/img/phones/Lenovo K6 Power 1.jpg,1080x1920 pixels (~ 441 pixels per inch),5 inches,"1.4 GHz, Octa Core, Qualcomm Snapdragon 430",Adreno 505,3 GB
iVOOMi i1,"6,499",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/iVOOMi i1 1.jpg,640x1280 pixels (~ 263 pixels per inch),5.45 inches,"1.3 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,2 GB
Motorola Moto C Plus,"6,249",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Motorola Moto C 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,2 GB
Zopo Speed X,"5,790",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Zopo Speed X 1.jpg,1080x1920 pixels (~ 441 pixels per inch),5 inches,"1.3 GHz, Octa Core, MediaTek MT6753",Mali-T720 MP4,3 GB
Samsung Galaxy On5 Pro,"6,600","Android 6.0 Marshmallow, Upgradeable to 7.0 Nougat",https://www.phonecurry.com/img/phones/Samsung Galaxy On5 Pro 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core, Samsung Exynos 3475",Mali-T720,2 GB
Coolpad Mega 5A,"4,699",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Coolpad Mega 5A 1.jpg,720x1440 pixels (~ 295 pixels per inch),5.45 inches,"1.3 GHz, Quad Core, Spreadtrum SC9850K",Mali-400,2 GB
TECNO Camon iSky 2,"6,490",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/TECNO Camon iSky 2 1.jpg,720x1440 pixels (~ 293 pixels per inch),5.5 inches,"1.5 GHz, Quad Core, MediaTek MT6739",PowerVR Rogue GE8100,2 GB
"10.or E (3GB RAM, 32GB)","8,999","Android 7.1 Nougat, Upgradeable to 8.1 Oreo",https://www.phonecurry.com/img/phones/10.or E 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.5 GHz, Octa Core, Qualcomm Snapdragon 430",Adreno 505,3 GB
Vivo Y53,"6,999",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Vivo Y53 1.jpg,540x960 pixels (~ 220 pixels per inch),5 inches,"1.4 GHz, Quad Core, Qualcomm Snapdragon 425",Adreno 308,2 GB
N,A
XOLO Era 4X (2GB RAM),"4,999",Android 8.0 Oreo,https://www.phonecurry.com/img/phones/XOLO Era 4X 1.jpg,720x1440 pixels (~ 295 pixels per inch),5.45 inches,"1.5 GHz, Quad Core, MediaTek",2 GB
TECNO Camon iSky,"5,999",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/TECNO Camon iSky 1.jpg,480x960 pixels (~ 197 pixels per inch),5.45 inches,"1.28 GHz, Quad Core, MediaTek MT6739",PowerVR Rogue GE8100,2 GB
Samsung Galaxy J2 (2017),"6,000",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Samsung Galaxy J2 (2017) 1.jpg,540x960 pixels (~ 234 pixels per inch),4.7 inches,"1.3 GHz, Quad Core, Exynos",Mali,1 GB
Zopo Flash X2,"8,999",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Zopo Flash X2 1.jpg,720x1440 pixels (~ 269 pixels per inch),5.99 inches,"1.5 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,2 GB
"Xiaomi Redmi 4A (3GB RAM, 32GB)","6,999","Android 6.0 Marshmallow, Upgradeable to 8.0 Oreo",https://www.phonecurry.com/img/phones/Xiaomi Redmi 4A 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.4 GHz, Quad Core, Qualcomm Snapdragon 425",Adreno 308,3 GB
Asus Zenfone 3s Max ZC521TL,"15,999","Android 7.0 Nougat, Upgradeable to 8.0 Oreo",https://www.phonecurry.com/img/phones/Asus Zenfone 3s Max ZC521TL 1.jpg,720x1280 pixels (~ 282 pixels per inch),5.2 inches,"1.5 GHz, Octa Core, Mediatek MT6750",Mali-T860 MP2,3 GB
"Lenovo Vibe K5 Note (3GB RAM, 32GB)","9,999","Android 6.0 Marshmallow, Upgradeable to 7.0 Nougat",https://www.phonecurry.com/img/phones/Lenovo Vibe K5 Note 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.8 GHz, Octa Core, MediaTek MT6755 Helio P10",Mali-T860 MP2,3 GB
TECNO Camon iAir,"7,899",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/TECNO Camon iAir 1.jpg,720x1440 pixels (~ 285 pixels per inch),5.65 inches,"1.3 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,2 GB
Vivo Y55S,"7,990",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Vivo Y55S 1.jpg,720x1280 pixels (~ 282 pixels per inch),5.2 inches,"1.4 GHz, Quad Core, Qualcomm Snapdragon 425",Adreno 308,3 GB
N,A
Karbonn Titanium Jumbo,"6,490",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Karbonn Titanium Jumbo 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core",2 GB
Samsung Galaxy J2 Pro,"8,250",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Samsung Galaxy J2 (2016) 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.5 GHz, Quad Core, Spreadtrum SC8830",Mali-400MP2,2 GB
iVOOMi Z1,"4,899",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/iVOOMi Z1 1.jpg,720x1498 pixels (~ 293 pixels per inch),5.67 inches,"1.3 GHz, Quad Core, MediaTek MT6739",PowerVR 8XE,2 GB
Panasonic P101,"4,499",Android 7.1 Nougat,https://www.phonecurry.com/img/phones/Panasonic P101 1.jpg,480x960 pixels (~ 197 pixels per inch),5.45 inches,"1.3 GHz, Quad Core, Mediatek MT6739WA",PowerVR GE8100,2 GB
"Lava Z91 (3GB RAM, 32GB)","6,349",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Lava Z91 1.jpg,720x1440 pixels (~ 282 pixels per inch),5.7 inches,"1.5 GHz, Quad Core, MediaTek MT6739",PowerVR Rogue GE8100,3 GB
YU YUREKA 2,"13,999",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/YU YUREKA 2 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"2 GHz, Octa Core, Qualcomm Snapdragon 625",Adreno 506,4 GB
Infocus M535 Plus,"11,999",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Infocus M535 Plus 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.3 GHz, Octa Core, MediaTek MT6753",Mali-T720 MP4,3 GB
Intex Aqua Lions X1 Plus,"5,880",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Intex Aqua Lions X1 1.jpg,720x1280 pixels (~ 282 pixels per inch),5.2 inches,"1.3 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,3 GB
Motorola Moto E4,"6,349",Android 7.1 Nougat,https://www.phonecurry.com/img/phones/Motorola Moto E4 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"Quad Core, Mediatek MT6737",Mali-T720 MP2,2 GB
HTC One X9,"14,770",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/HTC One X9 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"2.2 GHz, Octa Core, Mediatek MT6795 Helio X10",PowerVR G6200,3 GB
Gionee Marathon M5 Plus,"9,599",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/Gionee Marathon M5 Plus 1.jpg,1080x1920 pixels (~ 367 pixels per inch),6 inches,"1.3 GHz, Octa Core, MediaTek MT6753",Mali-T720 MP4,3 GB
mobiistar E1 Selfie,"5,599",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/mobiistar E1 Selfie 1.jpg,720x1440 pixels (~ 295 pixels per inch),5.45 inches,"1.28 GHz, Quad Core, MediaTek MT6739",Mali-T720,3 GB
Micromax Canvas 1 (2018),"6,999",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Micromax Canvas 1 2018 1.jpg,720x1440 pixels (~ 282 pixels per inch),5.7 inches,"1.3 GHz, Quad Core, Mediatek MT6737",Mali-T720 MP2,2 GB
Gionee F205,"4,990",Android 7.1 Nougat,https://www.phonecurry.com/img/phones/Gionee F205 1.jpg,720x1440 pixels (~ 282 pixels per inch),5.7 inches,"1.5 GHz, Quad Core, MediaTek MT6739",PowerVR Rogue GE8100,2 GB
Panasonic Eluga I9,"5,690",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Panasonic Eluga I9 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.25 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,3 GB
Nubia M2 Play,"8,999",Android 7.1 Nougat,https://www.phonecurry.com/img/phones/Nubia M2 Play 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.4 GHz, Octa Core, Qualcomm Snapdragon 435",Adreno 505,3 GB
Panasonic Eluga A3 Pro,"7,990",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Panasonic Eluga A3 1.jpg,720x1280 pixels (~ 282 pixels per inch),5.2 inches,"1.3 GHz, Octa Core, Mediatek MT6753",Mali-T720 MP4,3 GB
Gionee A1 Lite,"6,949",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Gionee A1 Lite 1.jpg,720x1280 pixels (~ 277 pixels per inch),5.3 inches,"1.3 GHz, Octa Core, Mediatek MT6753",Mali-T720 MP4,3 GB
Vivo Y55L,"7,989",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Vivo Y55L 1.jpg,720x1280 pixels (~ 282 pixels per inch),5.2 inches,"1.4 GHz, Octa Core, Qualcomm Snapdragon 430",Adreno 505,2 GB
Gionee S6 Pro,"7,790",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Gionee S6 Pro 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.8 GHz, Octa Core, MediaTek MT6755 Helio P10",Mali-T860 MP2,4 GB
Coolpad Note 5,"6,990",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Coolpad Note 5 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.5 GHz, Octa Core, Qualcomm Snapdragon 617",Adreno 405,4 GB
Lenovo Phab 2,"12,499",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Lenovo Phab 2 1.jpg,720x1280 pixels (~ 229 pixels per inch),6.4 inches,"1.3 GHz, Quad Core, MediaTek MT8735",Mali-T720 MP2,3 GB
Sony Xperia XA Dual,"20,990","Android 6.0 Marshmallow, Upgradeable to 7.0 Nougat",https://www.phonecurry.com/img/phones/Sony Xperia XA Dual 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"2 GHz, Octa Core, Mediatek MT6755 Helio P10",Mali-T860 MP2,2 GB
TECNO Camon iAce,"5,670",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/TECNO Camon iAce 1.jpg,720x1440 pixels (~ 293 pixels per inch),5.5 inches,"1.5 GHz, Quad Core, MediaTek MT6739",PowerVR Rogue GE8100,2 GB
Intex Indie 5,"4,999",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Intex Indie 5 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.25 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,2 GB
mobiistar CQ,"3,979",Android 7.1 Nougat,https://www.phonecurry.com/img/phones/mobiistar CQ 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.4 GHz, Quad Core, Qualcomm Snapdragon 425",Adreno 308,2 GB
Intex Staari 12,"6,999",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Intex Staari 12 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.25 GHz, Quad Core, MediaTek",Mali-T720,3 GB
N,A
Lava Z80,"7,499",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Lava Z80 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core",3 GB
Xolo Era 3X,"6,870",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Xolo Era 3X 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.25 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,3 GB
Panasonic Eluga A3,"5,999",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Panasonic Eluga A3 1.jpg,720x1280 pixels (~ 282 pixels per inch),5.2 inches,"1.25 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,3 GB
Huawei Honor Holly 3 Plus,"8,100",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Huawei Honor Holly 3 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.2 GHz, Quad Core, Kirin 620",Mali-450MP4,3 GB
Huawei Honor Holly 3,"6,199",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Huawei Honor Holly 3 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.2 GHz, Quad Core, Kirin 620",Mali-450MP4,2 GB
N,A
XOLO Era 4X (1GB RAM),"3,999",Android 8.0 Oreo,https://www.phonecurry.com/img/phones/XOLO Era 4X 1.jpg,720x1440 pixels (~ 295 pixels per inch),5.45 inches,"1.5 GHz, Quad Core, MediaTek",1 GB
Panasonic P85 NXT,"4,989",Android 7.1 Nougat,https://www.phonecurry.com/img/phones/Panasonic P85 NXT 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core, Qualcomm Snapdragon 210",Adreno 304,2 GB
Huawei Honor Holly 4,"6,999",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Huawei Honor Holly 4 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.5 GHz, Octa Core, Qualcomm Snapdragon 430",Adreno 505,3 GB
LYF Water F1S,"7,999",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/LYF Water F1S 1.jpg,1080x1920 pixels (~ 424 pixels per inch),5.2 inches,"1.8 GHz, Octa Core, Qualcomm Snapdragon 652",Adreno 510,3 GB
N,A
Micromax Canvas 2 Plus (2018),"6,299",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Micromax Canvas 2 Plus 1.jpg,720x1440 pixels (~ 282 pixels per inch),5.7 inches,"1.3 GHz, Quad Core",3 GB
Coolpad Note 5 Lite 32GB,"7,990",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Coolpad Note 5 Lite 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1 GHz, Quad Core, Mediatek MT6735",Mali-T720,3 GB
Intex Aqua 5.5 VR Plus,"4,699",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Intex Aqua 5.5 VR Plus 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.25 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,2 GB
"10.or E (2GB RAM, 16GB)","7,999","Android 7.1 Nougat, Upgradeable to 8.1 Oreo",https://www.phonecurry.com/img/phones/10.or E 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.5 GHz, Octa Core, Qualcomm Snapdragon 430",Adreno 505,2 GB
Panasonic Eluga Ray 500,"7,599",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Panasonic Eluga Ray 500 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.25 GHz, Quad Core, Mediatek MT6737",Mali-T720 MP2,3 GB
"Infocus Turbo 5 (3GB RAM, 32GB)","11,999",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Infocus Turbo 5 1.jpg,720x1280 pixels (~ 282 pixels per inch),5.2 inches,"1.25 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,3 GB
LYF Water 3,"6,599",Android 5.0 Lollipop,https://www.phonecurry.com/img/phones/LYF Water 3 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.5 GHz, Octa Core, Qualcomm Snapdragon 615",Adreno 405,2 GB
LG X cam,"8,690",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/LG X cam 1.jpg,1080x1920 pixels (~ 424 pixels per inch),5.2 inches,"1.14 GHz, Octa Core, Mediatek MT6753",Mali-T720 MP4,2 GB
Panasonic P100 (2GB RAM),"4,850",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Panasonic P100 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.25 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,2 GB
N,A
Karbonn Aura Note Play,"7,590",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Karbonn Aura Note Play 1.jpg,720x1280 pixels (~ 245 pixels per inch),6 inches,"1.3 GHz, Quad Core",2 GB
N,A
Lava A93,"7,999",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Lava A93 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.2 GHz, Quad Core",2 GB
Intex Elyt e7,"7,999",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Intex Elyte e7 1.jpg,720x1280 pixels (~ 282 pixels per inch),5.2 inches,"1.25 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,3 GB
Zopo Flash X Plus,"6,490",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Zopo Flash X Plus 1.jpg,1080x1920 pixels (~ 401 pixels per inch),5.5 inches,"1.3 GHz, Octa Core, MediaTek MT6753",Mali-T720 MP4,3 GB
Nokia 3,"7,399","Android 7.0 Nougat, Upgradeable to 9.0 Pie",https://www.phonecurry.com/img/phones/Nokia 3 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.3 GHz, Quad Core, Mediatek MT6737",Mali-T720 MP2,2 GB
Huawei Honor Holly 4 Plus,"9,999",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Huawei Honor Holly 4 Plus 1.jpg,720x1280 pixels (~ 267 pixels per inch),5.5 inches,"1.4 GHz, Octa Core, Qualcomm Snapdragon 435",Adreno 505,3 GB
LG Stylus 2 Plus,"9,530",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/LG Stylus 2 Plus 1.jpg,1080x1920 pixels (~ 386 pixels per inch),5.7 inches,"1.4 GHz, Octa Core, Qualcomm MSM8937 Snapdragon 430",Adreno 505,3 GB
Coolpad Mega 5,"5,985",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Coolpad Mega 5 1.jpg,720x1440 pixels (~ 282 pixels per inch),5.7 inches,"1.5 GHz, Quad Core, MediaTek MT6739",PowerVR Rogue GE8100,3 GB
Micromax Bharat 5 Infinity Edition,"4,749",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Micromax Bharat 5 Infinity Edition 1.jpg,720x1440 pixels (~ 322 pixels per inch),5 inches,"1.3 GHz, Quad Core, Mediatek",Mali,1 GB
Micromax Spark Go,"3,499",Android 8.1 Oreo,https://www.phonecurry.com/img/phones/Micromax Spark Go 1.jpg,480x854 pixels (~ 196 pixels per inch),5 inches,"1.3 GHz, Quad Core, Spreadtrum SC9832",Mali-T720 MP1,1 GB
Xolo Era 2V,"5,099",Android 7.0 Nougat,https://www.phonecurry.com/img/phones/Xolo Era 2V 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1.25 GHz, Quad Core, MediaTek MT6737",Mali-T720 MP2,2 GB
Coolpad Note 5 Lite 16GB,"7,290",Android 6.0 Marshmallow,https://www.phonecurry.com/img/phones/Coolpad Note 5 Lite 1.jpg,720x1280 pixels (~ 294 pixels per inch),5 inches,"1 GHz, Quad Core, Mediatek MT6735",Mali-T720,3 GB
Samsung Galaxy J1 4G (2017),"6,890",Android 5.1 Lollipop,https://www.phonecurry.com/img/phones/Samsung Galaxy J1 4G (2016) 1.jpg,480x800 pixels (~ 207 pixels per inch),4.5 inches,"1.3 GHz, Quad Core, Spreadtrum SC9830",Mali-400 MP2,1 GB
